Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_fp16_ratio,aic_mac_int8_ratio,aic_cube_fops,aiv_time(us),aiv_total_cycles,aiv_vec_fp32_ratio,aiv_vec_fp16_ratio,aiv_vec_int32_ratio,aiv_vec_misc_ratio,aiv_vector_fops
5,1,1028,45,/model/layers.26/self_attn/v_proj/MatMul,BatchMatMulV2,static,AI_CORE,1785400772340449.405	,10.000,0.220000,16,0,NO,"""1,1536;1536,256;256""",FLOAT16;FLOAT16;FLOAT16,ND;ND;NCHW,"""1,256""",FLOAT16,NCHW,N/A,9.073,261294,0.021,0.0,45244416.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5,1,1031,45,/model/layers.26/self_attn/Concat_6,ConcatD,static,AI_VECTOR_CORE,1785400772340459.585	,7.900,0.000000,48,0,NO,"""1,2,4096,128;1,2,1,128""",FLOAT16;FLOAT16,ND;ND,"""1,2,4097,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,6.398,552759,0.0,0.0,0.0,0.015,267200.0
5,1,1032,45,/model/layers.26/self_attn/Expand_1,Expand,static,AI_VECTOR_CORE,1785400772340467.505	,6.040,0.100000,48,0,NO,"""1,2,1,4097,128;5""",FLOAT16;INT64,ND;ND,"""1,2,6,4097,128""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,4.494,388241,0.0,0.0,0.0,0.0,3072.0
5,1,1033,45,/model/layers.26/self_attn/MatMul_1,BatchMatMulV2,static,AI_CORE,1785400772340473.565	,10.260,0.000000,12,0,NO,"""1,12,1,4097;1,12,4097,128""",FLOAT16;FLOAT16,ND;ND,"""1,12,1,128""",FLOAT16,NCHW,N/A,9.339,201720,0.237,0.0,391962624.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5,1,1034,45,/model/layers.26/self_attn/o_proj/MatMul,BatchMatMulV2,static,AI_CORE,1785400772340483.845	,13.120,0.000000,24,0,NO,"""1,1536;1536,1536""",FLOAT16;FLOAT16,ND;ND,"""1,1536""",FLOAT16,NCHW,N/A,11.856,512178,0.034,0.0,142336000.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5,1,1035,45,/model/layers.26/Add/model/layers.26/post_attention_layernorm/Cast/model/layers.26/post_attention_layernorm/Pow/SquarePartitionedCall_/model/layers.26/post_attention_layernorm/ReduceMean_ReduceMean_3725/model/layers.26/post_attention_layernorm/Add/model/layers.26/post_attention_layernorm/Sqrt/model/layers.26/post_attention_layernorm/Divtrans_Cast_53/model/layers.26/post_attention_layernorm/Mul/model/layers.26/post_attention_layernorm/Mul_1,Add,static,AI_VECTOR_CORE,1785400772340497.005	,1.540,0.130000,1,0,NO,"""1,1,1536;1,1,1536;;;1536""",FLOAT16;FLOAT16;FLOAT;FLOAT;FLOAT16,NCHW;NCHW;NCHW;NCHW;NCHW,"""1,1,1536;1,1,1536""",FLOAT16;FLOAT16,NCHW;NCHW,N/A,0.0,0,0.0,0.0,0.0,1.0,1800,0.077,0.02,0.0,0.006,13792.0
5,1,1036,45,/model/layers.26/mlp/gate_proj/MatMul,BatchMatMulV2,static,AI_CORE,1785400772340498.565	,26.780,0.000000,18,0,NO,"""1,1536;1536,8960""",FLOAT16;FLOAT16,ND;ND,"""1,8960""",FLOAT16,NCHW,N/A,24.772,802615,0.126,0.0,830103552.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5,1,1037,45,/model/layers.26/mlp/up_proj/MatMul,BatchMatMulV2,static,AI_CORE,1785400772340525.385	,28.180,0.220000,18,0,NO,"""1,1536;1536,8960""",FLOAT16;FLOAT16,ND;ND,"""1,8960""",FLOAT16,NCHW,N/A,25.011,810368,0.125,0.0,829538304.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5,1,1038,45,/model/layers.26/mlp/act_fn/Sigmoid/model/layers.26/mlp/act_fn/Mul/model/layers.26/mlp/Mul,AutomaticBufferFusionOp,static,AI_VECTOR_CORE,1785400772340553.585	,2.260,0.000000,9,0,NO,"""1,1,8960;1,1,8960;1,1,8960""",FLOAT16;FLOAT16;FLOAT16,NCHW;NCHW;NCHW,"""1,1,8960""",FLOAT16,NCHW,N/A,0.0,0,0.0,0.0,0.0,1.136,18406,0.061,0.008,0.0,0.004,92192.0
5,1,1039,45,/model/layers.26/mlp/down_proj/MatMul,BatchMatMulV2,static,AI_CORE,1785400772340555.885	,39.460,0.240000,24,0,NO,"""1,8960;8960,1536""",FLOAT16;FLOAT16,ND;ND,"""1,1536""",FLOAT16,NCHW,N/A,36.358,1570683,0.065,0.0,830038016.0,0.0,0,0.0,0.0,0.0,0.0,0.0
